date,classification,sentiment_score,value,Closed PnL,Size USD,profit,pnl_per_usd
2024-11-11,Extreme Greed,2,76,0.0,17887.15,0,0.0
2024-11-11,Extreme Greed,2,76,0.0,3881.08,0,0.0
2024-11-11,Extreme Greed,2,76,0.0,3772.17,0,0.0
2024-11-11,Extreme Greed,2,76,0.0,3818.94,0,0.0
2024-11-11,Extreme Greed,2,76,0.0,3872.11,0,0.0
2024-11-11,Extreme Greed,2,76,0.0,798.83,0,0.0
2024-11-11,Extreme Greed,2,76,0.0,18177.38,0,0.0
2024-11-11,Extreme Greed,2,76,0.0,1959.74,0,0.0
2024-11-11,Extreme Greed,2,76,0.0,312.56,0,0.0
2024-11-11,Extreme Greed,2,76,0.0,3516.1,0,0.0
2024-11-11,Extreme Greed,2,76,0.0,234.9,0,0.0
2024-11-11,Extreme Greed,2,76,0.0,2783.17,0,0.0
2024-11-11,Extreme Greed,2,76,0.0,1484.8,0,0.0
2024-11-11,Extreme Greed,2,76,0.0,51297.47,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,6172.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,6172.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,15724.1,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,1203.23,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,16941.21,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,64519.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,64519.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,64519.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2948.36,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,65882.09,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,9978.01,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,995.76,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,13005.56,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,30589.86,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,5000.58,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,329.94,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,1989.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2997.54,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,1499.94,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2000.7,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,1167.66,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,1911.78,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2499.12,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2433.6,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,51.48,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,383.76,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,11.7,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2433.6,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,1593.54,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2999.88,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,161.46,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,1989.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,23301.72,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2433.6,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,624.78,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2087.28,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,4680.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,4680.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,1867.32,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,7864.74,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,6229.08,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,11700.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,402.48,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,4680.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,4680.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2087.28,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2340.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,46.8,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2340.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2087.28,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,1165.32,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,1378.26,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2433.6,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2340.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2227.68,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,4998.24,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2433.6,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,1991.34,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2340.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,203.58,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2087.28,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,959.4,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,2340.0,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,439.92,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,16.38,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,381.42,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,11.7,0,0.0
2024-11-17,Extreme Greed,2,90,0.0,35909.64,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,63.29,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,31646.0,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,2220.92,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,379.75,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,1993.7,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,284.81,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,790.83,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,251.59,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,49894.98,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,596.84,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,538.3,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,4251.96,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,814.57,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,3233.27,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,29.11,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,4367.15,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,38403.05,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,4462.09,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,5148.49,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,1930.72,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,12093.84,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,9931.46,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,5148.49,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,5852.93,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,251.59,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,607.6,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,278.8,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,656.65,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,14897.99,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,19446.15,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,5492.16,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,5506.09,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,3955.75,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,665771.71,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,4737.41,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,288.3,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,2848.14,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,15823.0,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,854.44,0,0.0
2024-11-18,Extreme Greed,2,83,0.0,23636.08,0,0.0
2024-11-22,Extreme Greed,2,94,-1274.766258,20312.66,0,-0.0627572291369028
2024-11-22,Extreme Greed,2,94,-1666.425635,26553.53,0,-0.06275721664878456
2024-11-22,Extreme Greed,2,94,-2445.435308,38966.6,0,-0.06275721535879446
2024-11-22,Extreme Greed,2,94,-2263.22274,36063.15,0,-0.0627572117244334
2024-11-22,Extreme Greed,2,94,-2140.721723,34111.17,0,-0.06275720601198963
2024-11-22,Extreme Greed,2,94,-60.581858,965.34,0,-0.06275701618082748
2024-11-22,Extreme Greed,2,94,-151.13624,2408.27,0,-0.06275718254182462
2024-11-22,Extreme Greed,2,94,-3783.585388,60289.25,0,-0.06275721439560121
2024-11-22,Extreme Greed,2,94,-4948.586829,78852.88,0,-0.06275721101118945
2024-11-22,Extreme Greed,2,94,-451.07375,7187.6,0,-0.06275721381267739
2024-11-22,Extreme Greed,2,94,-29.420622,468.8,0,-0.06275729948805461
2024-11-22,Extreme Greed,2,94,-2012.043649,32060.75,0,-0.06275722336501798
2024-11-26,Extreme Greed,2,79,64.44462,9334.84,1,0.006903666265302887
2024-11-26,Extreme Greed,2,79,103.56026,15000.77,1,0.006903662945302141
2024-11-26,Extreme Greed,2,79,103.56026,15000.77,1,0.006903662945302141
2024-11-26,Extreme Greed,2,79,32.062,4644.2,1,0.006903664786184919
2024-11-26,Extreme Greed,2,79,32.062,4644.2,1,0.006903664786184919
2024-11-26,Extreme Greed,2,79,2.917642,422.62,1,0.0069037007240547055
2024-11-26,Extreme Greed,2,79,25.441197,3685.17,1,0.0069036698442676995
2024-11-26,Extreme Greed,2,79,13.578257,1966.82,1,0.00690366022310125
2024-11-26,Extreme Greed,2,79,207.104489,29999.21,1,0.006903664763172097
2024-11-26,Extreme Greed,2,79,120.809616,17499.35,1,0.00690366305034187
2024-11-26,Extreme Greed,2,79,13.802691,1999.33,1,0.006903658225505544
2024-11-26,Extreme Greed,2,79,883.756968,128012.73,1,0.006903664721469498
2024-11-26,Extreme Greed,2,79,0.0,11674.5,0,0.0
2024-11-26,Extreme Greed,2,79,0.0,12001.39,0,0.0
2024-11-26,Extreme Greed,2,79,0.0,8898.3,0,0.0
2024-11-26,Extreme Greed,2,79,0.0,10093.77,0,0.0
2024-11-26,Extreme Greed,2,79,0.0,7593.09,0,0.0
2024-11-26,Extreme Greed,2,79,0.0,7488.02,0,0.0
2024-11-26,Extreme Greed,2,79,0.0,10145.14,0,0.0
2024-11-26,Extreme Greed,2,79,0.0,2428.3,0,0.0
2024-11-26,Extreme Greed,2,79,0.0,10345.94,0,0.0
2024-11-26,Extreme Greed,2,79,0.0,11270.56,0,0.0
2024-11-26,Extreme Greed,2,79,0.0,100.4,0,0.0
2024-11-26,Extreme Greed,2,79,0.0,4669.8,0,0.0
2024-11-26,Extreme Greed,2,79,0.0,2428.3,0,0.0
2024-11-26,Extreme Greed,2,79,0.0,132297.77,0,0.0
2024-11-26,Extreme Greed,2,79,0.0,2054.71,0,0.0
2024-11-28,Extreme Greed,2,77,-321.0894,12551.3,0,-0.02558216280385299
2024-11-28,Extreme Greed,2,77,-331.1426,12944.27,0,-0.02558217651516849
2024-11-28,Extreme Greed,2,77,-63.752,2492.05,0,-0.02558215124094621
2024-11-28,Extreme Greed,2,77,-353.4558,13816.49,0,-0.025582170290717833
2024-11-28,Extreme Greed,2,77,-353.4558,13816.49,0,-0.025582170290717833
2024-11-28,Extreme Greed,2,77,-353.4558,13816.49,0,-0.025582170290717833
2024-11-28,Extreme Greed,2,77,-41.9292,1639.0,0,-0.025582184258694327
2024-11-28,Extreme Greed,2,77,-41.9292,1639.0,0,-0.025582184258694327
2024-11-28,Extreme Greed,2,77,-115.20878,983.82,0,-0.11710351487060641
2024-11-28,Extreme Greed,2,77,-140.815403,1202.49,0,-0.11710318006802552
2024-11-28,Extreme Greed,2,77,-264.8961,2262.08,0,-0.11710288760786533
2024-11-28,Extreme Greed,2,77,-58.319189,498.02,0,-0.11710210232520783
2024-11-28,Extreme Greed,2,77,-3513.02685,29999.46,0,-0.11710300285405138
2024-11-28,Extreme Greed,2,77,-5070.8682,43302.64,0,-0.11710298032637272
2024-11-28,Extreme Greed,2,77,-8452.624316,72181.11,0,-0.1171029971137878
2024-11-28,Extreme Greed,2,77,-78.165373,667.49,0,-0.11710343675560683
2024-11-28,Extreme Greed,2,77,-401.717038,3430.46,0,-0.11710296520000234
2024-11-28,Extreme Greed,2,77,-2102.35,17953.0,0,-0.11710299114354146
2024-11-28,Extreme Greed,2,77,-814.282202,6953.56,0,-0.1171029231070128
2024-11-28,Extreme Greed,2,77,-1633.021386,13945.17,0,-0.11710301028958413
2024-11-28,Extreme Greed,2,77,-1747.136944,14919.66,0,-0.11710299993431486
2024-11-28,Extreme Greed,2,77,-164.740146,1406.8,0,-0.11710274808075065
2024-11-28,Extreme Greed,2,77,-27.456691,234.47,0,-0.11710108329423807
2024-11-28,Extreme Greed,2,77,-256.192371,2187.75,0,-0.11710312924237229
2024-11-28,Extreme Greed,2,77,-192.196837,1641.26,0,-0.11710322374273423
2024-11-28,Extreme Greed,2,77,-306.9904,12000.17,0,-0.025582170919245313
2024-11-28,Extreme Greed,2,77,-1534.952,60000.85,0,-0.02558217091924531
2024-11-28,Extreme Greed,2,77,-63.752,2492.05,0,-0.02558215124094621
2024-11-28,Extreme Greed,2,77,-3513.02685,29999.46,0,-0.11710300285405138
2024-11-28,Extreme Greed,2,77,-1171.00895,9999.82,0,-0.11710300285405137
2024-11-28,Extreme Greed,2,77,-294.329,2513.42,0,-0.11710299114354147
2024-11-28,Extreme Greed,2,77,-840.94,7181.2,0,-0.11710299114354147
2024-11-28,Extreme Greed,2,77,-3898.681934,33292.76,0,-0.11710299578647129
2024-11-28,Extreme Greed,2,77,-294.329,2513.42,0,-0.11710299114354147
2024-11-28,Extreme Greed,2,77,-294.329,2513.42,0,-0.11710299114354147
2024-11-28,Extreme Greed,2,77,-8452.834551,72182.91,0,-0.11710298948878618
2024-11-28,Extreme Greed,2,77,-8453.212974,72186.14,0,-0.11710299198710446
2024-11-28,Extreme Greed,2,77,-4512.48404,38534.32,0,-0.11710298871239976
2024-11-28,Extreme Greed,2,77,-631.251611,5390.57,0,-0.11710294291698281
2024-11-28,Extreme Greed,2,77,-30.862498,263.55,0,-0.11710300891671409
2024-11-28,Extreme Greed,2,77,-1068.288129,9122.64,0,-0.11710295802530847
2024-11-28,Extreme Greed,2,77,-10259.468,87610.64,0,-0.11710299114354147
2024-11-28,Extreme Greed,2,77,-6346.15371,54192.93,0,-0.1171029820679561
2024-11-28,Extreme Greed,2,77,-325.44378,2779.12,0,-0.11710317654509342
2024-11-28,Extreme Greed,2,77,-30.862498,263.55,0,-0.11710300891671409
2024-11-28,Extreme Greed,2,77,-30.862498,263.55,0,-0.11710300891671409
2024-11-28,Extreme Greed,2,77,-684.062643,5841.55,0,-0.11710293381037566
2024-11-28,Extreme Greed,2,77,-4204.7,35906.0,0,-0.11710299114354146
2024-11-28,Extreme Greed,2,77,-5402.450842,46134.18,0,-0.11710299916461071
2024-11-28,Extreme Greed,2,77,-459.195287,3921.29,0,-0.1171031183615596
2024-11-28,Extreme Greed,2,77,-442.796957,3781.26,0,-0.11710301777714306
2024-11-28,Extreme Greed,2,77,-793.763266,6778.33,0,-0.11710307199560954
2024-11-28,Extreme Greed,2,77,-369.026,14425.12,0,-0.0255821788657564
2024-11-28,Extreme Greed,2,77,-7764.104691,66301.51,0,-0.11710298439658463
2024-11-28,Extreme Greed,2,77,-63.154594,539.31,0,-0.11710258293004025
2024-11-28,Extreme Greed,2,77,-63.154594,539.31,0,-0.11710258293004025
2024-11-28,Extreme Greed,2,77,-41.1936,1610.25,0,-0.025582114578481606
2024-11-28,Extreme Greed,2,77,-41.9292,1639.0,0,-0.025582184258694327
2024-11-28,Extreme Greed,2,77,-58.571471,500.17,0,-0.11710312693684148
2024-11-28,Extreme Greed,2,77,-291.2976,11386.74,0,-0.0255821771639644
2024-11-28,Extreme Greed,2,77,-5694.677492,48629.65,0,-0.11710299152883065
2024-11-28,Extreme Greed,2,77,-285.1676,11147.12,0,-0.02558217727987139
2024-11-28,Extreme Greed,2,77,-2102.35,17953.0,0,-0.11710299114354146
2024-11-28,Extreme Greed,2,77,-311.4653,12175.09,0,-0.02558217639458928
2024-11-28,Extreme Greed,2,77,-6075.244889,51879.5,0,-0.11710299615455044
2024-11-28,Extreme Greed,2,77,-489.300939,4178.38,0,-0.11710302533517775
2024-11-28,Extreme Greed,2,77,-58.571471,500.17,0,-0.11710312693684148
2024-11-28,Extreme Greed,2,77,-30.862498,263.55,0,-0.11710300891671409
2024-11-28,Extreme Greed,2,77,-5697.78897,48656.22,0,-0.11710299258758694
2024-11-28,Extreme Greed,2,77,-684.062643,5841.55,0,-0.11710293381037566
2024-11-28,Extreme Greed,2,77,-298.0406,11650.32,0,-0.025582181433643023
2024-11-28,Extreme Greed,2,77,-118.99301,1016.14,0,-0.11710296809494755
2024-11-28,Extreme Greed,2,77,-371.6006,14525.76,0,-0.02558217952107153
2024-11-28,Extreme Greed,2,77,-320.019717,2732.81,0,-0.11710280517123402
2024-11-28,Extreme Greed,2,77,-459.195287,3921.29,0,-0.1171031183615596
2024-11-28,Extreme Greed,2,77,-118.99301,1016.14,0,-0.11710296809494755
2024-11-28,Extreme Greed,2,77,-3513.02685,29999.46,0,-0.11710300285405138
2024-11-28,Extreme Greed,2,77,-585.504475,4999.91,0,-0.11710300285405137
2024-11-28,Extreme Greed,2,77,-4775.067555,40776.65,0,-0.11710298798454506
2024-11-28,Extreme Greed,2,77,-41.9292,1639.0,0,-0.025582184258694327
2024-11-28,Extreme Greed,2,77,-63.752,2492.05,0,-0.02558215124094621
2024-11-28,Extreme Greed,2,77,-248.6941,9721.38,0,-0.025582180719198305
2024-11-30,Extreme Greed,2,84,0.0,16081.68,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,10797.57,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,5069.65,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,49999.82,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,382727.69,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,44999.06,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,49999.45,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,29999.75,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,19990.61,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,74999.99,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,7235.84,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,11369.6,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,45420.6,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,49999.89,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,8422.17,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,39981.3,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,6258.4,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,10795.83,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,49999.96,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,59971.58,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,10795.54,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,3054.39,0,0.0
2024-11-30,Extreme Greed,2,84,0.0,128948.4,0,0.0
2024-12-06,Greed,1,72,-1451.600526,10020.87,0,-0.14485773450808162
2024-12-06,Greed,1,72,-1756.11,12123.0,0,-0.144857708487998
2024-12-06,Greed,1,72,-3620.981746,24996.82,0,-0.14485769573889798
2024-12-06,Greed,1,72,-348.88052,2408.44,0,-0.1448574679045357
2024-12-06,Greed,1,72,-1407.22948,9714.56,0,-0.14485776813360565
2024-12-06,Greed,1,72,-5.8537,40.41,0,-0.14485770848799803
2024-12-06,Greed,1,72,-115.31789,796.08,0,-0.14485716259672396
2024-12-06,Greed,1,72,-84.29328,581.9,0,-0.14485870424471559
2024-12-06,Greed,1,72,-8.78055,60.61,0,-0.14486965847219932
2024-12-06,Greed,1,72,-1541.86458,10643.99,0,-0.14485776292536914
2024-12-06,Greed,1,72,-364.68551,2517.54,0,-0.1448578811061592
2024-12-06,Greed,1,72,-24.00017,165.68,0,-0.14485858281023659
2024-12-06,Greed,1,72,-861.66464,5948.35,0,-0.1448577571931712
2024-12-06,Greed,1,72,-72.00051,497.04,0,-0.1448585828102366
2024-12-06,Greed,1,72,-81.9518,565.74,0,-0.14485770848799803
2024-12-06,Greed,1,72,-351.80737,2428.64,0,-0.14485776813360565
2024-12-06,Greed,1,72,-1.75611,12.12,0,-0.14489356435643566
2024-12-06,Greed,1,72,-58.537,404.1,0,-0.144857708487998
2024-12-06,Greed,1,72,-72.58588,501.08,0,-0.14485886485191987
2024-12-06,Greed,1,72,-58.537,404.1,0,-0.144857708487998
2024-12-06,Greed,1,72,-117.074,808.2,0,-0.144857708487998
2024-12-06,Greed,1,72,-72.58588,501.08,0,-0.14485886485191987
2024-12-06,Greed,1,72,-175.611,1212.3,0,-0.144857708487998
2024-12-06,Greed,1,72,-58.537,404.1,0,-0.144857708487998
2024-12-06,Greed,1,72,-117990.1041,814524.17,0,-0.14485770766016678
2024-12-06,Greed,1,72,-57.834556,399.25,0,-0.14485799874765184
2024-12-06,Greed,1,72,-58.537,404.1,0,-0.144857708487998
2024-12-06,Greed,1,72,-12878.14,88902.0,0,-0.144857708487998
2024-12-06,Greed,1,72,-935.655408,6459.13,0,-0.14485780716598054
2024-12-06,Greed,1,72,-11996.80693,82817.87,0,-0.1448577092117921
2024-12-06,Greed,1,72,-73.17125,505.12,0,-0.14485914238200823
2024-12-06,Greed,1,72,-58.537,404.1,0,-0.144857708487998
2024-12-06,Greed,1,72,-18849.96767,130127.47,0,-0.14485771274889153
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,695.67,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,188.75,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,107.86,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,5724.46,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,13.48,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,26748.29,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,984.19,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,674.1,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,350.53,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,26.96,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,1156.76,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,1426.4,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,350.53,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,150979.53,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,269.64,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,10785.6,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,808.92,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,808.92,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,808.92,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,949.13,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,598.6,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,27174.32,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,323.57,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,13482.0,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,539.28,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,506.92,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,150979.53,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,506.92,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,838.58,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,504.23,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,808.92,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,10073.75,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,91521.21,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,16949.57,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,9289.1,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,5414.4,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,5000.2,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,4997.49,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,1629.73,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,5005.61,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,286.96,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,942.11,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,1044.98,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,3291.96,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,27.07,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,27.07,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,7398.78,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,324.86,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,812.16,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,2804.66,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,541.44,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,1299.46,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,10114.1,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,541.44,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,13536.0,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,541.44,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,541.44,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,812.16,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,4052.68,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,4234.06,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,541.44,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,541.44,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,541.44,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,7555.8,0,0.0
2025-01-19,Extreme Greed,2,77,0.0,194.92,0,0.0
