date,classification,sentiment_score,value,Closed PnL,Size USD,profit,pnl_per_usd
2024-12-03,Extreme Greed,2,76,252.583188,7645.15,1,0.033038356081960464
2024-12-03,Extreme Greed,2,76,38.456694,1171.11,1,0.03283781540589697
2024-12-03,Extreme Greed,2,76,263.228215,8035.68,1,0.03275742874280708
2024-12-03,Extreme Greed,2,76,4.887398,149.38,1,0.032717887267371806
2024-12-04,Extreme Greed,2,78,0.0,0.1,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,1728.58,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,116.4,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,1718.67,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,2249.95,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,2250.0,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,797.08,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,1911.13,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,3197.71,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,3121.09,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,1003.94,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,42981.41,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,896.51,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,1683.43,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,1925.97,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,1718.58,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,40718.92,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,14164.3,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,1982.94,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,1930.82,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,256.17,0,0.0
2025-03-04,Extreme Fear,-2,15,0.0,26285.43,0,0.0
2025-03-05,Extreme Fear,-2,20,0.0,1886.69,0,0.0
2025-03-05,Extreme Fear,-2,20,0.0,1653.36,0,0.0
2025-03-05,Extreme Fear,-2,20,0.0,11.53,0,0.0
2025-03-05,Extreme Fear,-2,20,0.0,17.57,0,0.0
2025-03-05,Extreme Fear,-2,20,0.0,17.57,0,0.0
2025-03-05,Extreme Fear,-2,20,0.0,133.71,0,0.0
2025-03-05,Extreme Fear,-2,20,0.0,2249.97,0,0.0
2025-03-05,Extreme Fear,-2,20,0.0,1000.22,0,0.0
2025-03-05,Extreme Fear,-2,20,0.0,24535.18,0,0.0
2025-03-11,Extreme Fear,-2,24,0.0,2249.96,0,0.0
2025-03-11,Extreme Fear,-2,24,0.0,2249.95,0,0.0
2025-03-11,Extreme Fear,-2,24,0.0,2029.82,0,0.0
2025-03-11,Extreme Fear,-2,24,0.0,21117.97,0,0.0
2025-03-18,Fear,-1,34,0.0,18.08,0,0.0
2025-03-18,Fear,-1,34,0.0,1936.14,0,0.0
2025-03-18,Fear,-1,34,0.0,1716.63,0,0.0
2025-03-18,Fear,-1,34,0.0,988.67,0,0.0
2025-03-18,Fear,-1,34,0.0,929.05,0,0.0
2025-03-18,Fear,-1,34,0.0,3663.84,0,0.0
2025-03-18,Fear,-1,34,0.0,3967.17,0,0.0
2025-03-18,Fear,-1,34,0.0,18316.34,0,0.0
2025-03-18,Fear,-1,34,0.0,13.49,0,0.0
2025-03-18,Fear,-1,34,0.0,1995.47,0,0.0
2025-03-18,Fear,-1,34,0.0,55.27,0,0.0
2025-03-18,Fear,-1,34,0.0,988.69,0,0.0
2025-03-18,Fear,-1,34,0.0,1623.14,0,0.0
2025-03-18,Fear,-1,34,0.0,1585.13,0,0.0
2025-03-18,Fear,-1,34,0.0,929.15,0,0.0
2025-03-18,Fear,-1,34,0.0,3336.38,0,0.0
2025-03-18,Fear,-1,34,0.0,3336.95,0,0.0
2025-03-18,Fear,-1,34,0.0,1905.16,0,0.0
2025-03-18,Fear,-1,34,0.0,1078.77,0,0.0
2025-03-18,Fear,-1,34,0.0,2011.71,0,0.0
2025-03-18,Fear,-1,34,0.0,906.4,0,0.0
2025-03-18,Fear,-1,34,0.0,1815.62,0,0.0
2025-03-18,Fear,-1,34,0.0,1806.77,0,0.0
2025-03-18,Fear,-1,34,0.0,964.91,0,0.0
2025-03-18,Fear,-1,34,0.0,513.14,0,0.0
2025-03-18,Fear,-1,34,0.0,3302.45,0,0.0
2025-03-18,Fear,-1,34,0.0,3884.71,0,0.0
2025-03-18,Fear,-1,34,0.0,1250.01,0,0.0
2025-03-18,Fear,-1,34,0.0,2785.89,0,0.0
2025-03-18,Fear,-1,34,0.0,3885.18,0,0.0
2025-03-18,Fear,-1,34,0.0,3562.09,0,0.0
2025-03-18,Fear,-1,34,0.0,2262.4,0,0.0
2025-03-18,Fear,-1,34,0.0,3498.43,0,0.0
2025-03-18,Fear,-1,34,0.0,2264.68,0,0.0
2025-03-18,Fear,-1,34,0.0,3320.72,0,0.0
2025-03-18,Fear,-1,34,0.0,3291.16,0,0.0
2025-03-18,Fear,-1,34,0.0,2266.95,0,0.0
2025-03-18,Fear,-1,34,0.0,1558.11,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,135.3,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,78.91,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,2249.99,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,999.89,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,7433.26,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,7432.2,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,666.58,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,7578.97,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,830.01,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,2249.99,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,2249.98,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,671.76,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,636.4,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,1249.98,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,18477.12,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,499.08,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,781.66,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,625.41,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,1499.87,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,171.97,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,2680.79,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,845.86,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,4120.43,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,15382.51,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,500.3,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,294.54,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,1080.77,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,5196.52,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,5012.81,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,1130.57,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,412.11,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,1000.63,0,0.0
2025-04-08,Extreme Fear,-2,24,0.0,398.6,0,0.0
2025-04-09,Extreme Fear,-2,18,0.0,453.33,0,0.0
2025-04-09,Extreme Fear,-2,18,0.0,119.36,0,0.0
2025-04-09,Extreme Fear,-2,18,0.0,441.55,0,0.0
2025-04-09,Extreme Fear,-2,18,0.0,498.39,0,0.0
2025-04-09,Extreme Fear,-2,18,0.0,1061.7,0,0.0
2025-04-09,Extreme Fear,-2,18,0.0,2241.99,0,0.0
2025-04-09,Extreme Fear,-2,18,0.0,21.66,0,0.0
2025-04-09,Extreme Fear,-2,18,2.464958,21.57,1,0.1142771441817339
2025-04-09,Extreme Fear,-2,18,47.801464,418.39,1,0.11425097158153877
2025-04-09,Extreme Fear,-2,18,256.625651,2249.99,1,0.11405635180600804
2025-04-09,Extreme Fear,-2,18,87.779601,770.05,1,0.11399207973508214
2025-04-09,Extreme Fear,-2,18,136.506678,1198.2,1,0.11392645468202303
2025-04-09,Extreme Fear,-2,18,91.232438,802.17,1,0.11373204931622974
2025-04-10,Fear,-1,39,60.435675,502.1,1,0.1203658135829516
2025-04-10,Fear,-1,39,65.21166,541.78,1,0.12036557274170327
2025-04-10,Fear,-1,39,110.427168,920.76,1,0.11993045744819497
2025-04-10,Fear,-1,39,115.31592,961.53,1,0.1199296121805872
2025-04-10,Fear,-1,39,269.25186,2252.63,1,0.11952777864096634
2025-04-10,Fear,-1,39,114.82812,961.04,1,0.11948318488304337
2025-04-10,Fear,-1,39,59.6712,500.16,1,0.11930422264875239
2025-04-10,Fear,-1,39,36.238194,303.94,1,0.11922811739159045
2025-04-10,Fear,-1,39,32.12064,269.43,1,0.11921701369557956
2025-04-10,Fear,-1,39,120.507815,1011.13,1,0.11918132683235587
2025-04-10,Fear,-1,39,1165.21572,9794.28,1,0.11896900231563727
2025-04-10,Fear,-1,39,117.384201,986.77,1,0.1189580155456692
2025-04-10,Fear,-1,39,59.38185,500.08,1,0.11874470084786434
2025-04-10,Fear,-1,39,58.250496,490.83,1,0.11867753804779659
2025-04-10,Fear,-1,39,2370.488704,19974.11,1,0.11867806395378817
2025-04-10,Fear,-1,39,120.42062,1015.07,1,0.11863282335208408
2025-04-10,Fear,-1,39,35.960418,303.67,1,0.11841939605492803
2025-04-10,Fear,-1,39,402.772986,3406.04,1,0.11825257072729621
2025-04-10,Fear,-1,39,302.026448,2554.56,1,0.11823032068144809
2025-04-12,Fear,-1,43,0.0,24.79,0,0.0
2025-04-12,Fear,-1,43,0.0,1499.98,0,0.0
2025-04-12,Fear,-1,43,0.0,428.16,0,0.0
2025-04-12,Fear,-1,43,0.0,401.46,0,0.0
2025-04-12,Fear,-1,43,0.0,1120.27,0,0.0
2025-04-12,Fear,-1,43,0.0,1668.27,0,0.0
2025-04-12,Fear,-1,43,0.0,787.67,0,0.0
2025-04-12,Fear,-1,43,0.0,925.63,0,0.0
2025-04-12,Fear,-1,43,0.0,1008.75,0,0.0
2025-04-12,Fear,-1,43,0.0,500.21,0,0.0
2025-04-12,Fear,-1,43,0.0,290.61,0,0.0
2025-04-12,Fear,-1,43,0.0,1307.95,0,0.0
2025-04-12,Fear,-1,43,0.0,1125.47,0,0.0
2025-04-12,Fear,-1,43,0.0,9353.15,0,0.0
2025-04-12,Fear,-1,43,0.0,1000.36,0,0.0
2025-04-12,Fear,-1,43,0.0,9655.98,0,0.0
2025-04-12,Fear,-1,43,0.0,469.19,0,0.0
2025-04-12,Fear,-1,43,0.0,910.64,0,0.0
2025-04-12,Fear,-1,43,0.0,793.9,0,0.0
2025-04-12,Fear,-1,43,0.0,2544.98,0,0.0
2025-04-12,Fear,-1,43,0.0,13839.85,0,0.0
2025-04-12,Fear,-1,43,25.3038,507.39,1,0.049870513805948084
2025-04-12,Fear,-1,43,27.267288,546.76,1,0.049870670861072504
2025-04-12,Fear,-1,43,30.045885,603.67,1,0.04977203604618417
2025-04-12,Fear,-1,43,43.94457,885.63,1,0.04961955895802988
2025-04-12,Fear,-1,43,58.513812,1179.77,1,0.04959764360849996
2025-04-12,Fear,-1,43,51.288766,1037.07,1,0.04945545238026363
2025-04-12,Fear,-1,43,56.382912,1144.62,1,0.049259065890863346
2025-04-12,Fear,-1,43,51.5389,1050.48,1,0.04906223821491128
2025-04-12,Fear,-1,43,59.88675,1220.62,1,0.049062566564532784
2025-04-12,Fear,-1,43,71.471928,1457.4,1,0.049040708110333474
2025-04-12,Fear,-1,43,14.975919,305.72,1,0.04898573531335862
2025-04-12,Fear,-1,43,67.884284,1393.57,1,0.048712503857000364
2025-04-12,Fear,-1,43,23.491392,484.31,1,0.04850486671759823
2025-04-12,Fear,-1,43,59.610024,1229.78,1,0.04847210395355267
2025-04-12,Fear,-1,43,14.751087,305.49,1,0.04828664440734558
2025-04-12,Fear,-1,43,292.5593,6064.38,1,0.04824224405462718
2025-04-12,Fear,-1,43,49.079065,1017.81,1,0.048220262131439075
2025-04-12,Fear,-1,43,444.558912,9231.9,1,0.048154649855392716
2025-04-12,Fear,-1,43,93.92925,1958.14,1,0.04796860796470119
2025-04-12,Fear,-1,43,446.763828,9354.27,1,0.047760416152195735
2025-04-12,Fear,-1,43,23.867592,500.08,1,0.04772754759238522
2025-04-12,Fear,-1,43,105.565824,2218.98,1,0.04757403131168375
2025-04-12,Fear,-1,43,14.515716,305.26,1,0.0475519753652624
2025-04-12,Fear,-1,43,386.23416,8167.52,1,0.047289037553627046
2025-04-21,Fear,-1,39,0.0,1037.54,0,0.0
2025-04-21,Fear,-1,39,0.0,1499.95,0,0.0
2025-04-21,Fear,-1,39,0.0,295.36,0,0.0
2025-04-21,Fear,-1,39,0.0,1079.13,0,0.0
2025-04-21,Fear,-1,39,0.0,1021.98,0,0.0
2025-04-21,Fear,-1,39,0.0,499.94,0,0.0
2025-04-21,Fear,-1,39,0.0,388.58,0,0.0
2025-04-21,Fear,-1,39,0.0,468.9,0,0.0
2025-04-21,Fear,-1,39,0.0,9496.5,0,0.0
2025-04-21,Fear,-1,39,0.0,499.97,0,0.0
2025-04-21,Fear,-1,39,0.0,295.64,0,0.0
2025-04-21,Fear,-1,39,0.0,12649.56,0,0.0
2025-04-21,Fear,-1,39,0.0,1876.72,0,0.0
2025-04-21,Fear,-1,39,0.0,515.47,0,0.0
2025-04-21,Fear,-1,39,0.0,606.55,0,0.0
2025-04-21,Fear,-1,39,0.0,1999.97,0,0.0
2025-04-21,Fear,-1,39,0.0,2569.91,0,0.0
2025-04-21,Fear,-1,39,0.0,295.95,0,0.0
2025-04-21,Fear,-1,39,0.0,12635.75,0,0.0
2025-04-21,Fear,-1,39,0.0,1212.55,0,0.0
2025-04-21,Fear,-1,39,0.0,184.73,0,0.0
2025-04-23,Greed,1,72,60.225802,168.79,1,0.3568090645180402
2025-04-23,Greed,1,72,534.913725,1500.0,1,0.35660915
